2017-06-09T15:49:36.334000Z,MTC_HAAS,5,1.3,1000,21840,20839,21839
AccumulatedTime,yltime,2017-06-09T15:22:50.170000,total_time,21097,X:TOTAL,41472.52,
AccumulatedTime,yltime,2017-06-09T15:22:48.020000,total_time,21096,X:TOTAL,41470.37,
AccumulatedTime,yltime,2017-06-09T15:22:45.860000,total_time,21095,X:TOTAL,41468.21,
AccumulatedTime,yltime,2017-06-09T15:22:43.680000,total_time,21094,X:TOTAL,41466.03,
AccumulatedTime,yltime,2017-06-09T15:22:41.520000,total_time,21093,X:TOTAL,41463.87,
AccumulatedTime,yltime,2017-06-09T15:22:39.370000,total_time,21092,X:TOTAL,41461.72,
AccumulatedTime,yltime,2017-06-09T15:22:37.210000,total_time,21091,X:TOTAL,41459.56,
AccumulatedTime,yltime,2017-06-09T15:22:35.050000,total_time,21090,X:TOTAL,41457.4,
AccumulatedTime,yltime,2017-06-09T15:22:32.846000,total_time,21089,X:TOTAL,41455.196,
AccumulatedTime,yltime,2017-06-09T15:22:30.686000,total_time,21088,X:TOTAL,41453.036,
AccumulatedTime,yltime,2017-06-09T15:22:28.516000,total_time,21087,X:TOTAL,41450.866,
AccumulatedTime,yltime,2017-06-09T15:22:26.342000,total_time,21086,X:TOTAL,41448.692,
AccumulatedTime,yltime,2017-06-09T15:22:24.190000,total_time,21085,X:TOTAL,41446.54,
AccumulatedTime,yltime,2017-06-09T15:22:22.030000,total_time,21084,X:TOTAL,41444.38,
AccumulatedTime,yltime,2017-06-09T15:22:19.870000,total_time,21083,X:TOTAL,41442.22,
AccumulatedTime,yltime,2017-06-09T15:22:17.710000,total_time,21082,X:TOTAL,41440.06,
AccumulatedTime,yltime,2017-06-09T15:22:15.540000,total_time,21081,X:TOTAL,41437.89,
AccumulatedTime,yltime,2017-06-09T15:22:13.380000,total_time,21080,X:TOTAL,41435.73,
AccumulatedTime,yltime,2017-06-09T15:22:11.210000,total_time,21079,X:TOTAL,41433.56,
AccumulatedTime,yltime,2017-06-09T15:22:09.050000,total_time,21078,X:TOTAL,41431.4,
AccumulatedTime,yltime,2017-06-09T15:22:06.890000,total_time,21077,X:TOTAL,41429.24,
AccumulatedTime,yltime,2017-06-09T15:22:04.720000,total_time,21076,X:TOTAL,41427.07,
AccumulatedTime,yltime,2017-06-09T15:22:02.556000,total_time,21075,X:TOTAL,41424.906,
AccumulatedTime,yltime,2017-06-09T15:22:00.396000,total_time,21074,X:TOTAL,41422.746,
AccumulatedTime,yltime,2017-06-09T15:21:58.236000,total_time,21073,X:TOTAL,41420.586,
AccumulatedTime,yltime,2017-06-09T15:21:56.076000,total_time,21072,X:TOTAL,41418.426,
AccumulatedTime,yltime,2017-06-09T15:21:53.924000,total_time,21071,X:TOTAL,41416.274,
AccumulatedTime,yltime,2017-06-09T15:21:51.764000,total_time,21070,X:TOTAL,41414.114,
AccumulatedTime,yltime,2017-06-09T15:21:49.604000,total_time,21069,X:TOTAL,41411.954,
AccumulatedTime,yltime,2017-06-09T15:21:47.404000,total_time,21068,X:TOTAL,41409.754,
AccumulatedTime,yltime,2017-06-09T15:21:45.214000,total_time,21067,X:TOTAL,41407.564,
AccumulatedTime,yltime,2017-06-09T15:21:43.044000,total_time,21066,X:TOTAL,41405.394,
AccumulatedTime,yltime,2017-06-09T15:21:40.884000,total_time,21065,X:TOTAL,41403.234,
AccumulatedTime,yltime,2017-06-09T15:21:38.714000,total_time,21064,X:TOTAL,41401.064,
AccumulatedTime,yltime,2017-06-09T15:21:36.544000,total_time,21063,X:TOTAL,41398.894,
AccumulatedTime,yltime,2017-06-09T15:21:34.384000,total_time,21062,X:TOTAL,41396.734,
AccumulatedTime,yltime,2017-06-09T15:21:32.220000,total_time,21061,X:TOTAL,41394.57,
AccumulatedTime,yltime,2017-06-09T15:21:30.060000,total_time,21060,X:TOTAL,41392.41,
AccumulatedTime,yltime,2017-06-09T15:21:27.900000,total_time,21059,X:TOTAL,41390.25,
AccumulatedTime,yltime,2017-06-09T15:21:25.740000,total_time,21058,X:TOTAL,41388.09,
AccumulatedTime,yltime,2017-06-09T15:21:23.589000,total_time,21057,X:TOTAL,41385.939,
AccumulatedTime,yltime,2017-06-09T15:21:21.429000,total_time,21056,X:TOTAL,41383.779,
AccumulatedTime,yltime,2017-06-09T15:21:19.269000,total_time,21055,X:TOTAL,41381.619,
AccumulatedTime,yltime,2017-06-09T15:21:17.109000,total_time,21054,X:TOTAL,41379.459,
AccumulatedTime,yltime,2017-06-09T15:21:14.939000,total_time,21053,X:TOTAL,41377.289,
AccumulatedTime,yltime,2017-06-09T15:21:12.779000,total_time,21052,X:TOTAL,41375.129,
AccumulatedTime,yltime,2017-06-09T15:21:10.619000,total_time,21051,X:TOTAL,41372.969,
AccumulatedTime,yltime,2017-06-09T15:21:08.459000,total_time,21050,X:TOTAL,41370.809,
AccumulatedTime,yltime,2017-06-09T15:21:06.309000,total_time,21049,X:TOTAL,41368.659,
AccumulatedTime,yltime,2017-06-09T15:21:04.149000,total_time,21048,X:TOTAL,41366.499,
AccumulatedTime,yltime,2017-06-09T15:21:01.989000,total_time,21047,X:TOTAL,41364.339,
AccumulatedTime,yltime,2017-06-09T15:20:59.829000,total_time,21046,X:TOTAL,41362.179,
AccumulatedTime,yltime,2017-06-09T15:20:57.669000,total_time,21045,X:TOTAL,41360.019,
AccumulatedTime,yltime,2017-06-09T15:20:55.499000,total_time,21044,X:TOTAL,41357.849,
AccumulatedTime,yltime,2017-06-09T15:20:53.322000,total_time,21043,X:TOTAL,41355.672,
AccumulatedTime,yltime,2017-06-09T15:20:51.162000,total_time,21042,X:TOTAL,41353.512,
AccumulatedTime,yltime,2017-06-09T15:20:49.002000,total_time,21041,X:TOTAL,41351.352,
AccumulatedTime,yltime,2017-06-09T15:20:46.852000,total_time,21040,X:TOTAL,41349.202,
AccumulatedTime,yltime,2017-06-09T15:20:44.692000,total_time,21039,X:TOTAL,41347.042,
AccumulatedTime,yltime,2017-06-09T15:20:42.522000,total_time,21038,X:TOTAL,41344.872,
AccumulatedTime,yltime,2017-06-09T15:20:40.352000,total_time,21037,X:TOTAL,41342.702,
AccumulatedTime,yltime,2017-06-09T15:20:38.172000,total_time,21036,X:TOTAL,41340.522,
AccumulatedTime,yltime,2017-06-09T15:20:36.022000,total_time,21035,X:TOTAL,41338.372,
AccumulatedTime,yltime,2017-06-09T15:20:33.852000,total_time,21034,X:TOTAL,41336.202,
AccumulatedTime,yltime,2017-06-09T15:20:31.682000,total_time,21033,X:TOTAL,41334.032,
AccumulatedTime,yltime,2017-06-09T15:20:29.512000,total_time,21032,X:TOTAL,41331.862,
AccumulatedTime,yltime,2017-06-09T15:20:27.352000,total_time,21031,X:TOTAL,41329.702,
AccumulatedTime,yltime,2017-06-09T15:20:25.186000,total_time,21030,X:TOTAL,41327.536,
AccumulatedTime,yltime,2017-06-09T15:20:23.016000,total_time,21029,X:TOTAL,41325.366,
AccumulatedTime,yltime,2017-06-09T15:20:20.856000,total_time,21028,X:TOTAL,41323.206,
AccumulatedTime,yltime,2017-06-09T15:20:18.686000,total_time,21027,X:TOTAL,41321.036,
AccumulatedTime,yltime,2017-06-09T15:20:16.526000,total_time,21026,X:TOTAL,41318.876,
AccumulatedTime,yltime,2017-06-09T15:20:14.366000,total_time,21025,X:TOTAL,41316.716,
AccumulatedTime,yltime,2017-06-09T15:20:12.216000,total_time,21024,X:TOTAL,41314.566,
AccumulatedTime,yltime,2017-06-09T15:20:10.066000,total_time,21023,X:TOTAL,41312.416,
AccumulatedTime,yltime,2017-06-09T15:20:07.916000,total_time,21022,X:TOTAL,41310.266,
AccumulatedTime,yltime,2017-06-09T15:20:05.756000,total_time,21021,X:TOTAL,41308.106,
AccumulatedTime,yltime,2017-06-09T15:20:03.596000,total_time,21020,X:TOTAL,41305.946,
AccumulatedTime,yltime,2017-06-09T15:20:01.435000,total_time,21019,X:TOTAL,41303.785,
AccumulatedTime,yltime,2017-06-09T15:19:59.244000,total_time,21018,X:TOTAL,41301.594,
AccumulatedTime,yltime,2017-06-09T15:19:57.084000,total_time,21017,X:TOTAL,41299.434,
AccumulatedTime,yltime,2017-06-09T15:19:54.900000,total_time,21016,X:TOTAL,41297.25,
AccumulatedTime,yltime,2017-06-09T15:19:52.740000,total_time,21015,X:TOTAL,41295.09,
AccumulatedTime,yltime,2017-06-09T15:19:50.590000,total_time,21014,X:TOTAL,41292.94,
AccumulatedTime,yltime,2017-06-09T15:19:48.420000,total_time,21013,X:TOTAL,41290.77,
AccumulatedTime,yltime,2017-06-09T15:19:46.260000,total_time,21012,X:TOTAL,41288.61,
AccumulatedTime,yltime,2017-06-09T15:19:44.110000,total_time,21011,X:TOTAL,41286.46,
AccumulatedTime,yltime,2017-06-09T15:19:41.960000,total_time,21010,X:TOTAL,41284.31,
AccumulatedTime,yltime,2017-06-09T15:19:39.800000,total_time,21009,X:TOTAL,41282.15,
AccumulatedTime,yltime,2017-06-09T15:19:37.650000,total_time,21008,X:TOTAL,41280.0,
AccumulatedTime,yltime,2017-06-09T15:19:35.500000,total_time,21007,X:TOTAL,41277.85,
AccumulatedTime,yltime,2017-06-09T15:19:33.340000,total_time,21006,X:TOTAL,41275.69,
AccumulatedTime,yltime,2017-06-09T15:19:31.179000,total_time,21005,X:TOTAL,41273.529,
AccumulatedTime,yltime,2017-06-09T15:19:29.019000,total_time,21004,X:TOTAL,41271.369,
AccumulatedTime,yltime,2017-06-09T15:19:26.869000,total_time,21003,X:TOTAL,41269.219,
AccumulatedTime,yltime,2017-06-09T15:19:24.695000,total_time,21002,X:TOTAL,41267.045,
AccumulatedTime,yltime,2017-06-09T15:19:22.535000,total_time,21001,X:TOTAL,41264.885,
AccumulatedTime,yltime,2017-06-09T15:19:20.375000,total_time,21000,X:TOTAL,41262.725,
AccumulatedTime,yltime,2017-06-09T15:19:18.225000,total_time,20999,X:TOTAL,41260.575,
AccumulatedTime,yltime,2017-06-09T15:19:16.055000,total_time,20998,X:TOTAL,41258.405,
AccumulatedTime,yltime,2017-06-09T15:19:13.895000,total_time,20997,X:TOTAL,41256.245,
AccumulatedTime,yltime,2017-06-09T15:19:11.725000,total_time,20996,X:TOTAL,41254.075,
AccumulatedTime,yltime,2017-06-09T15:19:09.565000,total_time,20995,X:TOTAL,41251.915,
AccumulatedTime,yltime,2017-06-09T15:19:07.395000,total_time,20994,X:TOTAL,41249.745,
AccumulatedTime,yltime,2017-06-09T15:19:05.245000,total_time,20993,X:TOTAL,41247.595,
AccumulatedTime,yltime,2017-06-09T15:19:03.085000,total_time,20992,X:TOTAL,41245.435,
AccumulatedTime,yltime,2017-06-09T15:19:00.925000,total_time,20991,X:TOTAL,41243.275,
AccumulatedTime,yltime,2017-06-09T15:18:58.745000,total_time,20990,X:TOTAL,41241.095,
AccumulatedTime,yltime,2017-06-09T15:18:56.585000,total_time,20989,X:TOTAL,41238.935,
AccumulatedTime,yltime,2017-06-09T15:18:54.417000,total_time,20988,X:TOTAL,41236.767,
AccumulatedTime,yltime,2017-06-09T15:18:52.227000,total_time,20987,X:TOTAL,41234.577,
AccumulatedTime,yltime,2017-06-09T15:18:50.067000,total_time,20986,X:TOTAL,41232.417,
AccumulatedTime,yltime,2017-06-09T15:18:47.907000,total_time,20985,X:TOTAL,41230.257,
AccumulatedTime,yltime,2017-06-09T15:18:45.747000,total_time,20984,X:TOTAL,41228.097,
AccumulatedTime,yltime,2017-06-09T15:18:43.587000,total_time,20983,X:TOTAL,41225.937,
AccumulatedTime,yltime,2017-06-09T15:18:41.417000,total_time,20982,X:TOTAL,41223.767,
AccumulatedTime,yltime,2017-06-09T15:18:39.257000,total_time,20981,X:TOTAL,41221.607,
AccumulatedTime,yltime,2017-06-09T15:18:37.097000,total_time,20980,X:TOTAL,41219.447,
AccumulatedTime,yltime,2017-06-09T15:18:34.937000,total_time,20979,X:TOTAL,41217.287,
AccumulatedTime,yltime,2017-06-09T15:18:32.787000,total_time,20978,X:TOTAL,41215.137,
AccumulatedTime,yltime,2017-06-09T15:18:30.614000,total_time,20977,X:TOTAL,41212.964,
AccumulatedTime,yltime,2017-06-09T15:18:28.454000,total_time,20976,X:TOTAL,41210.804,
AccumulatedTime,yltime,2017-06-09T15:18:26.274000,total_time,20975,X:TOTAL,41208.624,
AccumulatedTime,yltime,2017-06-09T15:18:24.113000,total_time,20974,X:TOTAL,41206.463,
AccumulatedTime,yltime,2017-06-09T15:18:21.943000,total_time,20973,X:TOTAL,41204.293,
AccumulatedTime,yltime,2017-06-09T15:18:19.773000,total_time,20972,X:TOTAL,41202.123,
AccumulatedTime,yltime,2017-06-09T15:18:17.613000,total_time,20971,X:TOTAL,41199.963,
AccumulatedTime,yltime,2017-06-09T15:18:15.443000,total_time,20970,X:TOTAL,41197.793,
AccumulatedTime,yltime,2017-06-09T15:18:13.293000,total_time,20969,X:TOTAL,41195.643,
AccumulatedTime,yltime,2017-06-09T15:18:11.123000,total_time,20968,X:TOTAL,41193.473,
AccumulatedTime,yltime,2017-06-09T15:18:08.963000,total_time,20967,X:TOTAL,41191.313,
AccumulatedTime,yltime,2017-06-09T15:18:06.793000,total_time,20966,X:TOTAL,41189.143,
AccumulatedTime,yltime,2017-06-09T15:18:04.633000,total_time,20965,X:TOTAL,41186.983,
AccumulatedTime,yltime,2017-06-09T15:18:02.463000,total_time,20964,X:TOTAL,41184.813,
AccumulatedTime,yltime,2017-06-09T15:18:00.303000,total_time,20963,X:TOTAL,41182.653,
AccumulatedTime,yltime,2017-06-09T15:17:58.153000,total_time,20962,X:TOTAL,41180.503,
AccumulatedTime,yltime,2017-06-09T15:17:55.993000,total_time,20961,X:TOTAL,41178.343,
AccumulatedTime,yltime,2017-06-09T15:17:53.818000,total_time,20960,X:TOTAL,41176.168,
AccumulatedTime,yltime,2017-06-09T15:17:51.658000,total_time,20959,X:TOTAL,41174.008,
AccumulatedTime,yltime,2017-06-09T15:17:49.508000,total_time,20958,X:TOTAL,41171.858,
AccumulatedTime,yltime,2017-06-09T15:17:47.358000,total_time,20957,X:TOTAL,41169.708,
AccumulatedTime,yltime,2017-06-09T15:17:45.168000,total_time,20956,X:TOTAL,41167.518,
AccumulatedTime,yltime,2017-06-09T15:17:42.998000,total_time,20955,X:TOTAL,41165.348,
AccumulatedTime,yltime,2017-06-09T15:17:40.838000,total_time,20954,X:TOTAL,41163.188,
AccumulatedTime,yltime,2017-06-09T15:17:38.678000,total_time,20953,X:TOTAL,41161.028,
AccumulatedTime,yltime,2017-06-09T15:17:36.508000,total_time,20952,X:TOTAL,41158.858,
AccumulatedTime,yltime,2017-06-09T15:17:34.348000,total_time,20951,X:TOTAL,41156.698,
AccumulatedTime,yltime,2017-06-09T15:17:32.198000,total_time,20950,X:TOTAL,41154.548,
AccumulatedTime,yltime,2017-06-09T15:17:30.028000,total_time,20949,X:TOTAL,41152.378,
AccumulatedTime,yltime,2017-06-09T15:17:27.858000,total_time,20948,X:TOTAL,41150.208,
AccumulatedTime,yltime,2017-06-09T15:17:25.692000,total_time,20947,X:TOTAL,41148.042,
AccumulatedTime,yltime,2017-06-09T15:17:23.516000,total_time,20946,X:TOTAL,41145.866,
AccumulatedTime,yltime,2017-06-09T15:17:21.356000,total_time,20945,X:TOTAL,41143.706,
AccumulatedTime,yltime,2017-06-09T15:17:19.206000,total_time,20944,X:TOTAL,41141.556,
AccumulatedTime,yltime,2017-06-09T15:17:17.056000,total_time,20943,X:TOTAL,41139.406,
AccumulatedTime,yltime,2017-06-09T15:17:14.872000,total_time,20942,X:TOTAL,41137.222,
AccumulatedTime,yltime,2017-06-09T15:17:12.702000,total_time,20941,X:TOTAL,41135.052,
AccumulatedTime,yltime,2017-06-09T15:17:10.532000,total_time,20940,X:TOTAL,41132.882,
AccumulatedTime,yltime,2017-06-09T15:17:08.362000,total_time,20939,X:TOTAL,41130.712,
AccumulatedTime,yltime,2017-06-09T15:17:06.202000,total_time,20938,X:TOTAL,41128.552,
AccumulatedTime,yltime,2017-06-09T15:17:04.042000,total_time,20937,X:TOTAL,41126.392,
AccumulatedTime,yltime,2017-06-09T15:17:01.891000,total_time,20936,X:TOTAL,41124.241,
AccumulatedTime,yltime,2017-06-09T15:16:59.731000,total_time,20935,X:TOTAL,41122.081,
AccumulatedTime,yltime,2017-06-09T15:16:57.561000,total_time,20934,X:TOTAL,41119.911,
AccumulatedTime,yltime,2017-06-09T15:16:55.401000,total_time,20933,X:TOTAL,41117.751,
AccumulatedTime,yltime,2017-06-09T15:16:53.231000,total_time,20932,X:TOTAL,41115.581,
AccumulatedTime,yltime,2017-06-09T15:16:51.071000,total_time,20931,X:TOTAL,41113.421,
AccumulatedTime,yltime,2017-06-09T15:16:48.911000,total_time,20930,X:TOTAL,41111.261,
AccumulatedTime,yltime,2017-06-09T15:16:46.761000,total_time,20929,X:TOTAL,41109.111,
AccumulatedTime,yltime,2017-06-09T15:16:44.611000,total_time,20928,X:TOTAL,41106.961,
AccumulatedTime,yltime,2017-06-09T15:16:42.451000,total_time,20927,X:TOTAL,41104.801,
AccumulatedTime,yltime,2017-06-09T15:16:40.281000,total_time,20926,X:TOTAL,41102.631,
AccumulatedTime,yltime,2017-06-09T15:16:38.111000,total_time,20925,X:TOTAL,41100.461,
AccumulatedTime,yltime,2017-06-09T15:16:35.931000,total_time,20924,X:TOTAL,41098.281,
AccumulatedTime,yltime,2017-06-09T15:16:33.761000,total_time,20923,X:TOTAL,41096.111,
AccumulatedTime,yltime,2017-06-09T15:16:31.600000,total_time,20922,X:TOTAL,41093.95,
AccumulatedTime,yltime,2017-06-09T15:16:29.420000,total_time,20921,X:TOTAL,41091.77,
AccumulatedTime,yltime,2017-06-09T15:16:27.240000,total_time,20920,X:TOTAL,41089.59,
AccumulatedTime,yltime,2017-06-09T15:16:25.016000,total_time,20919,X:TOTAL,41087.366,
AccumulatedTime,yltime,2017-06-09T15:16:22.866000,total_time,20918,X:TOTAL,41085.216,
AccumulatedTime,yltime,2017-06-09T15:16:20.706000,total_time,20917,X:TOTAL,41083.056,
AccumulatedTime,yltime,2017-06-09T15:16:18.534000,total_time,20916,X:TOTAL,41080.884,
AccumulatedTime,yltime,2017-06-09T15:16:16.364000,total_time,20915,X:TOTAL,41078.714,
AccumulatedTime,yltime,2017-06-09T15:16:14.204000,total_time,20914,X:TOTAL,41076.554,
AccumulatedTime,yltime,2017-06-09T15:16:12.034000,total_time,20913,X:TOTAL,41074.384,
AccumulatedTime,yltime,2017-06-09T15:16:09.874000,total_time,20912,X:TOTAL,41072.224,
AccumulatedTime,yltime,2017-06-09T15:16:07.714000,total_time,20911,X:TOTAL,41070.064,
AccumulatedTime,yltime,2017-06-09T15:16:05.554000,total_time,20910,X:TOTAL,41067.904,
AccumulatedTime,yltime,2017-06-09T15:16:03.394000,total_time,20909,X:TOTAL,41065.744,
AccumulatedTime,yltime,2017-06-09T15:16:01.220000,total_time,20908,X:TOTAL,41063.57,
AccumulatedTime,yltime,2017-06-09T15:15:59.050000,total_time,20907,X:TOTAL,41061.4,
AccumulatedTime,yltime,2017-06-09T15:15:56.900000,total_time,20906,X:TOTAL,41059.25,
AccumulatedTime,yltime,2017-06-09T15:15:54.736000,total_time,20905,X:TOTAL,41057.086,
AccumulatedTime,yltime,2017-06-09T15:15:52.576000,total_time,20904,X:TOTAL,41054.926,
AccumulatedTime,yltime,2017-06-09T15:15:50.416000,total_time,20903,X:TOTAL,41052.766,
AccumulatedTime,yltime,2017-06-09T15:15:48.226000,total_time,20902,X:TOTAL,41050.576,
AccumulatedTime,yltime,2017-06-09T15:15:46.036000,total_time,20901,X:TOTAL,41048.386,
AccumulatedTime,yltime,2017-06-09T15:15:43.866000,total_time,20900,X:TOTAL,41046.216,
AccumulatedTime,yltime,2017-06-09T15:15:41.706000,total_time,20899,X:TOTAL,41044.056,
AccumulatedTime,yltime,2017-06-09T15:15:39.536000,total_time,20898,X:TOTAL,41041.886,
AccumulatedTime,yltime,2017-06-09T15:15:37.356000,total_time,20897,X:TOTAL,41039.706,
AccumulatedTime,yltime,2017-06-09T15:15:35.196000,total_time,20896,X:TOTAL,41037.546,
AccumulatedTime,yltime,2017-06-09T15:15:33.016000,total_time,20895,X:TOTAL,41035.366,
AccumulatedTime,yltime,2017-06-09T15:15:30.842000,total_time,20894,X:TOTAL,41033.192,
AccumulatedTime,yltime,2017-06-09T15:15:28.692000,total_time,20893,X:TOTAL,41031.042,
AccumulatedTime,yltime,2017-06-09T15:15:26.522000,total_time,20892,X:TOTAL,41028.872,
AccumulatedTime,yltime,2017-06-09T15:15:24.362000,total_time,20891,X:TOTAL,41026.712,
AccumulatedTime,yltime,2017-06-09T15:15:22.182000,total_time,20890,X:TOTAL,41024.532,
AccumulatedTime,yltime,2017-06-09T15:15:20.022000,total_time,20889,X:TOTAL,41022.372,
AccumulatedTime,yltime,2017-06-09T15:15:17.852000,total_time,20888,X:TOTAL,41020.202,
AccumulatedTime,yltime,2017-06-09T15:15:15.682000,total_time,20887,X:TOTAL,41018.032,
AccumulatedTime,yltime,2017-06-09T15:15:13.522000,total_time,20886,X:TOTAL,41015.872,
AccumulatedTime,yltime,2017-06-09T15:15:11.372000,total_time,20885,X:TOTAL,41013.722,
AccumulatedTime,yltime,2017-06-09T15:15:09.212000,total_time,20884,X:TOTAL,41011.562,
AccumulatedTime,yltime,2017-06-09T15:15:07.052000,total_time,20883,X:TOTAL,41009.402,
AccumulatedTime,yltime,2017-06-09T15:15:04.882000,total_time,20882,X:TOTAL,41007.232,
AccumulatedTime,yltime,2017-06-09T15:15:02.717000,total_time,20881,X:TOTAL,41005.067,
AccumulatedTime,yltime,2017-06-09T15:15:00.567000,total_time,20880,X:TOTAL,41002.917,
AccumulatedTime,yltime,2017-06-09T15:14:58.407000,total_time,20879,X:TOTAL,41000.757,
AccumulatedTime,yltime,2017-06-09T15:14:56.257000,total_time,20878,X:TOTAL,40998.607,
AccumulatedTime,yltime,2017-06-09T15:14:54.096000,total_time,20877,X:TOTAL,40996.446,
AccumulatedTime,yltime,2017-06-09T15:14:51.936000,total_time,20876,X:TOTAL,40994.286,
AccumulatedTime,yltime,2017-06-09T15:14:49.776000,total_time,20875,X:TOTAL,40992.126,
AccumulatedTime,yltime,2017-06-09T15:14:47.606000,total_time,20874,X:TOTAL,40989.956,
AccumulatedTime,yltime,2017-06-09T15:14:45.426000,total_time,20873,X:TOTAL,40987.776,
AccumulatedTime,yltime,2017-06-09T15:14:43.266000,total_time,20872,X:TOTAL,40985.616,
AccumulatedTime,yltime,2017-06-09T15:14:41.106000,total_time,20871,X:TOTAL,40983.456,
AccumulatedTime,yltime,2017-06-09T15:14:38.946000,total_time,20870,X:TOTAL,40981.296,
AccumulatedTime,yltime,2017-06-09T15:14:36.776000,total_time,20869,X:TOTAL,40979.126,
AccumulatedTime,yltime,2017-06-09T15:14:34.606000,total_time,20868,X:TOTAL,40976.956,
AccumulatedTime,yltime,2017-06-09T15:14:32.444000,total_time,20867,X:TOTAL,40974.794,
AccumulatedTime,yltime,2017-06-09T15:14:30.284000,total_time,20866,X:TOTAL,40972.634,
AccumulatedTime,yltime,2017-06-09T15:14:28.114000,total_time,20865,X:TOTAL,40970.464,
AccumulatedTime,yltime,2017-06-09T15:14:25.954000,total_time,20864,X:TOTAL,40968.304,
AccumulatedTime,yltime,2017-06-09T15:14:23.784000,total_time,20863,X:TOTAL,40966.134,
AccumulatedTime,yltime,2017-06-09T15:14:21.614000,total_time,20862,X:TOTAL,40963.964,
AccumulatedTime,yltime,2017-06-09T15:14:19.444000,total_time,20861,X:TOTAL,40961.794,
AccumulatedTime,yltime,2017-06-09T15:14:17.294000,total_time,20860,X:TOTAL,40959.644,
AccumulatedTime,yltime,2017-06-09T15:14:15.141000,total_time,20859,X:TOTAL,40957.491,
AccumulatedTime,yltime,2017-06-09T15:14:12.971000,total_time,20858,X:TOTAL,40955.321,
AccumulatedTime,yltime,2017-06-09T15:14:10.801000,total_time,20857,X:TOTAL,40953.151,
AccumulatedTime,yltime,2017-06-09T15:14:08.641000,total_time,20856,X:TOTAL,40950.991,
AccumulatedTime,yltime,2017-06-09T15:14:06.461000,total_time,20855,X:TOTAL,40948.811,
AccumulatedTime,yltime,2017-06-09T15:14:04.301000,total_time,20854,X:TOTAL,40946.651,
AccumulatedTime,yltime,2017-06-09T15:14:02.135000,total_time,20853,X:TOTAL,40944.485,
AccumulatedTime,yltime,2017-06-09T15:13:59.975000,total_time,20852,X:TOTAL,40942.325,
AccumulatedTime,yltime,2017-06-09T15:13:57.805000,total_time,20851,X:TOTAL,40940.155,
AccumulatedTime,yltime,2017-06-09T15:13:55.635000,total_time,20850,X:TOTAL,40937.985,
AccumulatedTime,yltime,2017-06-09T15:13:53.467000,total_time,20849,X:TOTAL,40935.817,
AccumulatedTime,yltime,2017-06-09T15:13:51.297000,total_time,20848,X:TOTAL,40933.647,
AccumulatedTime,yltime,2017-06-09T15:13:49.127000,total_time,20847,X:TOTAL,40931.477,
AccumulatedTime,yltime,2017-06-09T15:13:46.907000,total_time,20846,X:TOTAL,40929.257,
AccumulatedTime,yltime,2017-06-09T15:13:44.747000,total_time,20845,X:TOTAL,40927.097,
AccumulatedTime,yltime,2017-06-09T15:13:42.597000,total_time,20844,X:TOTAL,40924.947,
AccumulatedTime,yltime,2017-06-09T15:13:40.427000,total_time,20843,X:TOTAL,40922.777,
AccumulatedTime,yltime,2017-06-09T15:13:38.257000,total_time,20842,X:TOTAL,40920.607,
AccumulatedTime,yltime,2017-06-09T15:13:36.107000,total_time,20841,X:TOTAL,40918.457,
AccumulatedTime,yltime,2017-06-09T15:13:33.947000,total_time,20840,X:TOTAL,40916.297,
